Border,Date,Measure,Value,Average
US-Mexico Border,11/01/2001 12:00:00 AM,Trains,638,1617
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,19652372,9814570
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicles,7560489,4602029
US-Mexico Border,11/01/2000 12:00:00 AM,Pedestrians,3779094,1853949
US-Mexico Border,11/01/2000 12:00:00 AM,Trucks,363937,460379
US-Mexico Border,11/01/2000 12:00:00 AM,Bus Passengers,250585,259545
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Full,204264,322026
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Empty,164218,116034
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Empty,26002,38177
US-Mexico Border,11/01/2000 12:00:00 AM,Buses,23339,15383
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Full,18747,69072
US-Mexico Border,11/01/2000 12:00:00 AM,Train Passengers,1590,11915
US-Mexico Border,11/01/2000 12:00:00 AM,Trains,587,1617
US-Mexico Border,11/01/2000 12:00:00 AM,Trains,587,1617
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,19672318,9801416
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicles,7323755,4600108
US-Mexico Border,11/01/1999 12:00:00 AM,Pedestrians,3719917,1853858
US-Mexico Border,11/01/1999 12:00:00 AM,Trucks,374104,460270
US-Mexico Border,11/01/1999 12:00:00 AM,Bus Passengers,201365,259567
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Full,182601,321952
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Empty,149174,116035
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Empty,28801,38214
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,21678,15372
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,21678,15372
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Full,17121,69118
US-Mexico Border,11/01/1999 12:00:00 AM,Train Passengers,1332,11930
US-Mexico Border,11/01/1999 12:00:00 AM,Trains,492,1617
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,18618325,9790764
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicles,6899007,4599354
US-Mexico Border,11/01/1998 12:00:00 AM,Pedestrians,3652648,1853902
US-Mexico Border,11/01/1998 12:00:00 AM,Trucks,329426,460400
US-Mexico Border,11/01/1998 12:00:00 AM,Bus Passengers,273317,259463
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Full,172353,322094
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Empty,153013,116073
US-Mexico Border,11/01/1998 12:00:00 AM,Buses,21628,15367
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Empty,19244,38279
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Full,14353,69194
US-Mexico Border,11/01/1998 12:00:00 AM,Train Passengers,1673,11945
US-Mexico Border,11/01/1998 12:00:00 AM,Trains,496,1617
US-Mexico Border,11/01/1997 12:00:00 AM,Personal Vehicle Passengers,18726443,9778529
US-Mexico Border,11/01/1997 12:00:00 AM,Personal Vehicles,6965699,4598056
US-Mexico Border,11/01/1997 12:00:00 AM,Pedestrians,3671192,1853907
US-Mexico Border,11/01/1997 12:00:00 AM,Trucks,301296,460667
US-Mexico Border,11/01/1997 12:00:00 AM,Bus Passengers,232568,259502
US-Mexico Border,11/01/1997 12:00:00 AM,Truck Containers Full,151067,322457
US-Mexico Border,11/01/1997 12:00:00 AM,Truck Containers Empty,135856,116164
US-Mexico Border,11/01/1997 12:00:00 AM,Buses,21794,15365
US-Mexico Border,11/01/1997 12:00:00 AM,Buses,21794,15365
US-Mexico Border,11/01/1997 12:00:00 AM,Rail Containers Empty,12540,38364
US-Mexico Border,11/01/1997 12:00:00 AM,Rail Containers Full,10684,69295
US-Mexico Border,11/01/1997 12:00:00 AM,Train Passengers,1259,11960
US-Mexico Border,11/01/1997 12:00:00 AM,Trains,433,1617
US-Mexico Border,11/01/1996 12:00:00 AM,Personal Vehicle Passengers,14066731,9775372
US-Mexico Border,11/01/1996 12:00:00 AM,Personal Vehicles,5064322,4600651
US-Mexico Border,11/01/1996 12:00:00 AM,Pedestrians,2340792,1856711
US-Mexico Border,11/01/1996 12:00:00 AM,Trucks,292096,461022
US-Mexico Border,11/01/1996 12:00:00 AM,Truck Containers Full,139475,323294
US-Mexico Border,11/01/1996 12:00:00 AM,Bus Passengers,126072,259778
US-Mexico Border,11/01/1996 12:00:00 AM,Truck Containers Empty,117361,116357
US-Mexico Border,11/01/1996 12:00:00 AM,Rail Containers Empty,13467,38478
US-Mexico Border,11/01/1996 12:00:00 AM,Rail Containers Full,10422,69509
US-Mexico Border,11/01/1996 12:00:00 AM,Buses,9320,15383
US-Mexico Border,11/01/1996 12:00:00 AM,Train Passengers,1079,11984
US-Mexico Border,11/01/1996 12:00:00 AM,Trains,527,1617
US-Mexico Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,11435487,9783875
US-Mexico Border,10/01/2019 12:00:00 AM,Personal Vehicles,6291416,4602087
US-Mexico Border,10/01/2019 12:00:00 AM,Pedestrians,4141103,1855720
US-Mexico Border,10/01/2019 12:00:00 AM,Trucks,574078,460699
US-Mexico Border,10/01/2019 12:00:00 AM,Truck Containers Full,424521,322931
US-Mexico Border,10/01/2019 12:00:00 AM,Truck Containers Empty,158305,116260
US-Mexico Border,10/01/2019 12:00:00 AM,Bus Passengers,145608,260253
US-Mexico Border,10/01/2019 12:00:00 AM,Rail Containers Empty,53517,38398
US-Mexico Border,10/01/2019 12:00:00 AM,Rail Containers Full,40674,69377
US-Mexico Border,10/01/2019 12:00:00 AM,Buses,12248,15409
US-Mexico Border,10/01/2019 12:00:00 AM,Trains,965,1618
US-Mexico Border,10/01/2019 12:00:00 AM,Train Passengers,810,11998
US-Mexico Border,10/01/2019 12:00:00 AM,Train Passengers,810,11998
US-Mexico Border,10/01/2018 12:00:00 AM,Personal Vehicle Passengers,12004167,9791273
US-Mexico Border,10/01/2018 12:00:00 AM,Personal Vehicles,6556519,4602943
US-Mexico Border,10/01/2018 12:00:00 AM,Pedestrians,3896888,1855223
