Border,Date,Measure,Value,Average
US-Canada Border,11/01/2014 12:00:00 AM,Train Passengers,12515,11619
US-Canada Border,11/01/2014 12:00:00 AM,Buses,6521,15369
US-Canada Border,11/01/2014 12:00:00 AM,Trains,2350,1617
US-Canada Border,11/01/2014 12:00:00 AM,Trains,2350,1617
US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,4651280,9779714
US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,2548543,4595029
US-Canada Border,11/01/2013 12:00:00 AM,Trucks,462484,459780
US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,333243,322177
US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,167570,258268
US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,135455,69070
US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,99321,115998
US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,61616,38232
US-Canada Border,11/01/2013 12:00:00 AM,Pedestrians,18442,1861309
US-Canada Border,11/01/2013 12:00:00 AM,Train Passengers,12060,11639
US-Canada Border,11/01/2013 12:00:00 AM,Buses,7378,15381
US-Canada Border,11/01/2013 12:00:00 AM,Trains,2537,1617
US-Canada Border,11/01/2013 12:00:00 AM,Trains,2537,1617
US-Canada Border,11/01/2012 12:00:00 AM,Personal Vehicle Passengers,4637052,9788769
US-Canada Border,11/01/2012 12:00:00 AM,Personal Vehicles,2539381,4597199
US-Canada Border,11/01/2012 12:00:00 AM,Trucks,471541,459818
US-Canada Border,11/01/2012 12:00:00 AM,Truck Containers Full,345745,322182
US-Canada Border,11/01/2012 12:00:00 AM,Bus Passengers,153491,258597
US-Canada Border,11/01/2012 12:00:00 AM,Rail Containers Full,123160,69022
US-Canada Border,11/01/2012 12:00:00 AM,Truck Containers Empty,118182,115966
US-Canada Border,11/01/2012 12:00:00 AM,Rail Containers Empty,57021,38197
US-Canada Border,11/01/2012 12:00:00 AM,Pedestrians,18882,1861506
US-Canada Border,11/01/2012 12:00:00 AM,Train Passengers,11631,11661
US-Canada Border,11/01/2012 12:00:00 AM,Buses,6266,15396
US-Canada Border,11/01/2012 12:00:00 AM,Trains,2302,1617
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,4444581,9799473
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicles,2441758,4600050
US-Canada Border,11/01/2011 12:00:00 AM,Trucks,464071,459872
US-Canada Border,11/01/2011 12:00:00 AM,Truck Containers Full,338702,322214
US-Canada Border,11/01/2011 12:00:00 AM,Bus Passengers,168430,258855
US-Canada Border,11/01/2011 12:00:00 AM,Rail Containers Full,111451,69007
US-Canada Border,11/01/2011 12:00:00 AM,Truck Containers Empty,92690,115971
US-Canada Border,11/01/2011 12:00:00 AM,Rail Containers Empty,55947,38171
US-Canada Border,11/01/2011 12:00:00 AM,Pedestrians,24448,1861777
US-Canada Border,11/01/2011 12:00:00 AM,Train Passengers,12523,11681
US-Canada Border,11/01/2011 12:00:00 AM,Buses,7808,15406
US-Canada Border,11/01/2011 12:00:00 AM,Trains,2289,1618
US-Canada Border,11/01/2010 12:00:00 AM,Personal Vehicle Passengers,4091887,9812271
US-Canada Border,11/01/2010 12:00:00 AM,Personal Vehicles,2253733,4603964
US-Canada Border,11/01/2010 12:00:00 AM,Trucks,449269,459991
US-Canada Border,11/01/2010 12:00:00 AM,Truck Containers Full,348830,322275
US-Canada Border,11/01/2010 12:00:00 AM,Bus Passengers,164769,259135
US-Canada Border,11/01/2010 12:00:00 AM,Rail Containers Full,99634,69025
US-Canada Border,11/01/2010 12:00:00 AM,Truck Containers Empty,95667,115982
US-Canada Border,11/01/2010 12:00:00 AM,Rail Containers Empty,49646,38150
US-Canada Border,11/01/2010 12:00:00 AM,Pedestrians,18791,1862369
US-Canada Border,11/01/2010 12:00:00 AM,Train Passengers,11833,11703
US-Canada Border,11/01/2010 12:00:00 AM,Buses,7937,15418
US-Canada Border,11/01/2010 12:00:00 AM,Trains,2114,1618
US-Canada Border,11/01/2009 12:00:00 AM,Personal Vehicle Passengers,4076505,9824665
US-Canada Border,11/01/2009 12:00:00 AM,Personal Vehicles,2079817,4607980
US-Canada Border,11/01/2009 12:00:00 AM,Trucks,441097,460154
US-Canada Border,11/01/2009 12:00:00 AM,Truck Containers Full,326771,322376
US-Canada Border,11/01/2009 12:00:00 AM,Bus Passengers,174109,259375
US-Canada Border,11/01/2009 12:00:00 AM,Truck Containers Empty,110496,115968
US-Canada Border,11/01/2009 12:00:00 AM,Rail Containers Full,90723,69066
US-Canada Border,11/01/2009 12:00:00 AM,Rail Containers Empty,47063,38139
US-Canada Border,11/01/2009 12:00:00 AM,Pedestrians,20435,1863046
US-Canada Border,11/01/2009 12:00:00 AM,Train Passengers,11565,11726
US-Canada Border,11/01/2009 12:00:00 AM,Buses,8184,15425
US-Canada Border,11/01/2009 12:00:00 AM,Trains,1991,1620
US-Canada Border,11/01/2008 12:00:00 AM,Personal Vehicle Passengers,3923765,9833595
US-Canada Border,11/01/2008 12:00:00 AM,Personal Vehicles,2011884,4610968
US-Canada Border,11/01/2008 12:00:00 AM,Trucks,436177,460386
US-Canada Border,11/01/2008 12:00:00 AM,Truck Containers Full,331339,322526
US-Canada Border,11/01/2008 12:00:00 AM,Bus Passengers,230813,259580
US-Canada Border,11/01/2008 12:00:00 AM,Rail Containers Full,104462,69087
US-Canada Border,11/01/2008 12:00:00 AM,Truck Containers Empty,73113,116032
US-Canada Border,11/01/2008 12:00:00 AM,Rail Containers Empty,49038,38135
US-Canada Border,11/01/2008 12:00:00 AM,Pedestrians,23214,1863616
US-Canada Border,11/01/2008 12:00:00 AM,Train Passengers,10358,11751
US-Canada Border,11/01/2008 12:00:00 AM,Buses,8631,15434
US-Canada Border,11/01/2008 12:00:00 AM,Trains,2409,1620
US-Canada Border,11/01/2007 12:00:00 AM,Personal Vehicle Passengers,4811091,9838027
US-Canada Border,11/01/2007 12:00:00 AM,Personal Vehicles,2412399,4611870
US-Canada Border,11/01/2007 12:00:00 AM,Trucks,527722,460470
US-Canada Border,11/01/2007 12:00:00 AM,Truck Containers Full,432003,322529
US-Canada Border,11/01/2007 12:00:00 AM,Bus Passengers,263206,259647
US-Canada Border,11/01/2007 12:00:00 AM,Rail Containers Full,123014,69057
US-Canada Border,11/01/2007 12:00:00 AM,Truck Containers Empty,95740,116027
US-Canada Border,11/01/2007 12:00:00 AM,Rail Containers Empty,52079,38105
US-Canada Border,11/01/2007 12:00:00 AM,Train Passengers,11823,11770
US-Canada Border,11/01/2007 12:00:00 AM,Buses,10450,15434
US-Canada Border,11/01/2007 12:00:00 AM,Pedestrians,10188,1863964
US-Canada Border,11/01/2007 12:00:00 AM,Trains,2650,1619
US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicle Passengers,4330100,9842487
US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,2165435,4612732
US-Canada Border,11/01/2006 12:00:00 AM,Trucks,544329,460399
US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,457215,322394
US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,255862,259615
US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Full,112898,69048
US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,81356,116022
US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,44020,38089
US-Canada Border,11/01/2006 12:00:00 AM,Pedestrians,26728,1862915
US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,10958,11792
US-Canada Border,11/01/2006 12:00:00 AM,Buses,9683,15431
US-Canada Border,11/01/2006 12:00:00 AM,Trains,2739,1619
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,4359334,9842528
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicles,2215430,4611712
US-Canada Border,11/01/2005 12:00:00 AM,Trucks,570492,460358
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Full,495925,322211
US-Canada Border,11/01/2005 12:00:00 AM,Bus Passengers,263160,259633
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Full,123395,69013
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Empty,81139,116027
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Empty,41728,38082
US-Canada Border,11/01/2005 12:00:00 AM,Pedestrians,28277,1861806
US-Canada Border,11/01/2005 12:00:00 AM,Train Passengers,13409,11810
US-Canada Border,11/01/2005 12:00:00 AM,Buses,10000,15423
US-Canada Border,11/01/2005 12:00:00 AM,Trains,2904,1618
US-Canada Border,11/01/2004 12:00:00 AM,Personal Vehicle Passengers,4626944,9843045
US-Canada Border,11/01/2004 12:00:00 AM,Personal Vehicles,2314188,4610650
US-Canada Border,11/01/2004 12:00:00 AM,Trucks,575623,460229
US-Canada Border,11/01/2004 12:00:00 AM,Truck Containers Full,481667,322003
US-Canada Border,11/01/2004 12:00:00 AM,Bus Passengers,251103,259757
US-Canada Border,11/01/2004 12:00:00 AM,Rail Containers Full,127055,68976
US-Canada Border,11/01/2004 12:00:00 AM,Truck Containers Empty,79707,116056
US-Canada Border,11/01/2004 12:00:00 AM,Rail Containers Empty,40884,38082
US-Canada Border,11/01/2004 12:00:00 AM,Pedestrians,28983,1861874
US-Canada Border,11/01/2004 12:00:00 AM,Train Passengers,11497,11831
US-Canada Border,11/01/2004 12:00:00 AM,Buses,9696,15424
US-Canada Border,11/01/2004 12:00:00 AM,Trains,2732,1617
US-Canada Border,11/01/2003 12:00:00 AM,Personal Vehicle Passengers,4502504,9842760
US-Canada Border,11/01/2003 12:00:00 AM,Personal Vehicles,2221309,4609742
US-Canada Border,11/01/2003 12:00:00 AM,Trucks,541841,460233
US-Canada Border,11/01/2003 12:00:00 AM,Truck Containers Full,439131,321935
US-Canada Border,11/01/2003 12:00:00 AM,Bus Passengers,267652,259770
US-Canada Border,11/01/2003 12:00:00 AM,Rail Containers Full,123883,68950
US-Canada Border,11/01/2003 12:00:00 AM,Truck Containers Empty,66907,116112
US-Canada Border,11/01/2003 12:00:00 AM,Pedestrians,63471,1861393
US-Canada Border,11/01/2003 12:00:00 AM,Rail Containers Empty,39224,38088
US-Canada Border,11/01/2003 12:00:00 AM,Train Passengers,15768,11845
US-Canada Border,11/01/2003 12:00:00 AM,Buses,11338,15422
US-Canada Border,11/01/2003 12:00:00 AM,Trains,2844,1616
US-Canada Border,11/01/2002 12:00:00 AM,Personal Vehicle Passengers,4853199,9838317
US-Canada Border,11/01/2002 12:00:00 AM,Personal Vehicles,2353581,4608680
US-Canada Border,11/01/2002 12:00:00 AM,Trucks,573418,460241
US-Canada Border,11/01/2002 12:00:00 AM,Truck Containers Full,486894,321832
US-Canada Border,11/01/2002 12:00:00 AM,Bus Passengers,277563,259723
US-Canada Border,11/01/2002 12:00:00 AM,Rail Containers Full,124222,68934
US-Canada Border,11/01/2002 12:00:00 AM,Truck Containers Empty,79602,116149
US-Canada Border,11/01/2002 12:00:00 AM,Rail Containers Empty,41058,38098
US-Canada Border,11/01/2002 12:00:00 AM,Pedestrians,33201,1859825
US-Canada Border,11/01/2002 12:00:00 AM,Train Passengers,13992,11862
US-Canada Border,11/01/2002 12:00:00 AM,Buses,10795,15416
US-Canada Border,11/01/2002 12:00:00 AM,Trains,2817,1616
US-Canada Border,11/01/2001 12:00:00 AM,Personal Vehicle Passengers,4396607,9836227
US-Canada Border,11/01/2001 12:00:00 AM,Personal Vehicles,2180452,4607657
US-Canada Border,11/01/2001 12:00:00 AM,Trucks,555441,460256
US-Canada Border,11/01/2001 12:00:00 AM,Truck Containers Full,456209,321790
US-Canada Border,11/01/2001 12:00:00 AM,Bus Passengers,247938,259695
US-Canada Border,11/01/2001 12:00:00 AM,Rail Containers Full,103307,68956
US-Canada Border,11/01/2001 12:00:00 AM,Truck Containers Empty,94778,116130
US-Canada Border,11/01/2001 12:00:00 AM,Pedestrians,40145,1858280
US-Canada Border,11/01/2001 12:00:00 AM,Rail Containers Empty,35626,38124
US-Canada Border,11/01/2001 12:00:00 AM,Rail Containers Empty,35626,38124
US-Canada Border,11/01/2001 12:00:00 AM,Train Passengers,13703,11880
US-Canada Border,11/01/2001 12:00:00 AM,Buses,9873,15408
US-Canada Border,11/01/2001 12:00:00 AM,Trains,2780,1615
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,6248585,9834688
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicles,2678751,4608079
US-Canada Border,11/01/2000 12:00:00 AM,Trucks,600470,460182
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Full,452402,321785
US-Canada Border,11/01/2000 12:00:00 AM,Bus Passengers,304928,259526
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Full,110224,68969
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Empty,72734,116132
US-Canada Border,11/01/2000 12:00:00 AM,Pedestrians,37006,1857886
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Empty,32532,38152
US-Canada Border,11/01/2000 12:00:00 AM,Train Passengers,15434,11894
US-Canada Border,11/01/2000 12:00:00 AM,Buses,11775,15399
US-Canada Border,11/01/2000 12:00:00 AM,Trains,2851,1615
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,6349831,9821684
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicles,2814074,4605701
US-Canada Border,11/01/1999 12:00:00 AM,Trucks,599462,460094
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Full,497486,321666
US-Canada Border,11/01/1999 12:00:00 AM,Bus Passengers,306868,259448
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Full,98459,69012
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Empty,82135,116103
US-Canada Border,11/01/1999 12:00:00 AM,Pedestrians,32282,1857690
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Empty,29380,38195
US-Canada Border,11/01/1999 12:00:00 AM,Train Passengers,15159,11908
US-Canada Border,11/01/1999 12:00:00 AM,Buses,14278,15385
US-Canada Border,11/01/1999 12:00:00 AM,Trains,2686,1615
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,6139896,9808965
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicles,2665949,4604096
US-Canada Border,11/01/1998 12:00:00 AM,Trucks,528285,460130
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Full,402999,321785
US-Canada Border,11/01/1998 12:00:00 AM,Bus Passengers,296294,259491
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Full,87531,69080
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Empty,60806,116149
US-Canada Border,11/01/1998 12:00:00 AM,Pedestrians,33591,1857611
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Empty,25904,38240
US-Canada Border,11/01/1998 12:00:00 AM,Train Passengers,15182,11924
US-Canada Border,11/01/1998 12:00:00 AM,Buses,11617,15380
US-Canada Border,11/01/1998 12:00:00 AM,Trains,2681,1615
US-Canada Border,11/01/1997 12:00:00 AM,Personal Vehicle Passengers,6752567,9797054
US-Canada Border,11/01/1997 12:00:00 AM,Personal Vehicles,2858858,4602958
US-Canada Border,11/01/1997 12:00:00 AM,Trucks,490730,460338
US-Canada Border,11/01/1997 12:00:00 AM,Truck Containers Full,317974,322102
US-Canada Border,11/01/1997 12:00:00 AM,Bus Passengers,267643,259446
US-Canada Border,11/01/1997 12:00:00 AM,Rail Containers Full,78843,69174
US-Canada Border,11/01/1997 12:00:00 AM,Truck Containers Empty,52153,116205
US-Canada Border,11/01/1997 12:00:00 AM,Pedestrians,34279,1857670
US-Canada Border,11/01/1997 12:00:00 AM,Rail Containers Empty,22906,38311
US-Canada Border,11/01/1997 12:00:00 AM,Train Passengers,15291,11938
US-Canada Border,11/01/1997 12:00:00 AM,Buses,9910,15379
US-Canada Border,11/01/1997 12:00:00 AM,Trains,2777,1615
US-Canada Border,11/01/1996 12:00:00 AM,Personal Vehicle Passengers,7005691,9784293
US-Canada Border,11/01/1996 12:00:00 AM,Personal Vehicles,2886083,4601615
US-Canada Border,11/01/1996 12:00:00 AM,Trucks,459296,460670
US-Canada Border,11/01/1996 12:00:00 AM,Bus Passengers,260237,259500
US-Canada Border,11/01/1996 12:00:00 AM,Truck Containers Full,103656,322912
US-Canada Border,11/01/1996 12:00:00 AM,Rail Containers Full,25545,69386
US-Canada Border,11/01/1996 12:00:00 AM,Truck Containers Empty,22333,116359
US-Canada Border,11/01/1996 12:00:00 AM,Pedestrians,20895,1857718
US-Canada Border,11/01/1996 12:00:00 AM,Buses,12882,15370
US-Canada Border,11/01/1996 12:00:00 AM,Train Passengers,11069,11962
US-Canada Border,11/01/1996 12:00:00 AM,Rail Containers Empty,8847,38426
US-Canada Border,11/01/1996 12:00:00 AM,Trains,2629,1615
US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,4050384,9787323
US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,2223629,4605614
US-Canada Border,10/01/2019 12:00:00 AM,Trucks,501929,460936
US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,395638,323143
US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Full,161254,69317
US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,146932,260014
US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,121031,116348
US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Empty,61515,38430
US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,46365,1860491
US-Canada Border,10/01/2019 12:00:00 AM,Train Passengers,16483,11975
US-Canada Border,10/01/2019 12:00:00 AM,Buses,6316,15402
US-Canada Border,10/01/2019 12:00:00 AM,Trains,1937,1617
US-Canada Border,10/01/2018 12:00:00 AM,Personal Vehicle Passengers,4042146,9795913
US-Canada Border,10/01/2018 12:00:00 AM,Personal Vehicles,2240151,4607038
US-Canada Border,10/01/2018 12:00:00 AM,Trucks,527247,460560
US-Canada Border,10/01/2018 12:00:00 AM,Truck Containers Full,398340,322773
US-Canada Border,10/01/2018 12:00:00 AM,Rail Containers Full,167849,69171
US-Canada Border,10/01/2018 12:00:00 AM,Bus Passengers,158773,260466
US-Canada Border,10/01/2018 12:00:00 AM,Truck Containers Empty,139572,116211
US-Canada Border,10/01/2018 12:00:00 AM,Rail Containers Empty,63252,38346
US-Canada Border,10/01/2018 12:00:00 AM,Pedestrians,51076,1859503
US-Canada Border,10/01/2018 12:00:00 AM,Train Passengers,16617,11989
US-Canada Border,10/01/2018 12:00:00 AM,Buses,6359,15428
US-Canada Border,10/01/2018 12:00:00 AM,Trains,2059,1617
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,4105894,9803243
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicles,2243138,4607911
US-Canada Border,10/01/2017 12:00:00 AM,Trucks,505480,460239
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Full,384348,322448
US-Canada Border,10/01/2017 12:00:00 AM,Bus Passengers,169178,260914
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Full,153148,69043
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Empty,131890,116087
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Empty,68192,38248
US-Canada Border,10/01/2017 12:00:00 AM,Pedestrians,57404,1859008
US-Canada Border,10/01/2017 12:00:00 AM,Train Passengers,16240,12003
US-Canada Border,10/01/2017 12:00:00 AM,Buses,6614,15449
US-Canada Border,10/01/2017 12:00:00 AM,Buses,6614,15449
US-Canada Border,10/01/2017 12:00:00 AM,Trains,1934,1618
US-Canada Border,10/01/2016 12:00:00 AM,Personal Vehicle Passengers,4098627,9810352
US-Canada Border,10/01/2016 12:00:00 AM,Personal Vehicles,2347186,4608547
US-Canada Border,10/01/2016 12:00:00 AM,Trucks,505275,459983
US-Canada Border,10/01/2016 12:00:00 AM,Truck Containers Full,398946,322181
US-Canada Border,10/01/2016 12:00:00 AM,Bus Passengers,173454,261384
US-Canada Border,10/01/2016 12:00:00 AM,Rail Containers Full,133695,68957
US-Canada Border,10/01/2016 12:00:00 AM,Truck Containers Empty,95227,116037
US-Canada Border,10/01/2016 12:00:00 AM,Pedestrians,55918,1858822
US-Canada Border,10/01/2016 12:00:00 AM,Rail Containers Empty,55523,38187
US-Canada Border,10/01/2016 12:00:00 AM,Train Passengers,16532,12017
US-Canada Border,10/01/2016 12:00:00 AM,Buses,7169,15468
US-Canada Border,10/01/2016 12:00:00 AM,Trains,2646,1617
US-Canada Border,10/01/2016 12:00:00 AM,Trains,2646,1617
US-Canada Border,10/01/2015 12:00:00 AM,Personal Vehicle Passengers,4026249,9818311
